result	Gene	location	phenotype	inheritance
SUCCESS	SLC11A2	12q13.12	Anemia, hypochromic microcytic, with iron overload 1	AR
SUCCESS	SLC12A1	15q21.1	Bartter syndrome, type 1	AR
SUCCESS	SLC12A2	5q23.3	Deafness, autosomal dominant 78|Delpire-McNeill syndrome|Kilquist syndrome	AD|AD|AR
SUCCESS	SLC12A3	16q13	Gitelman syndrome	AR
SUCCESS	SLC12A5	20q13.12	{Epilepsy, idiopathic generalized, susceptibility to, 14}|Developmental and epileptic encephalopathy 34	AD|AR
SUCCESS	SLC12A6	15q14	Agenesis of the corpus callosum with peripheral neuropathy|Charcot-Marie-Tooth disease, axonal, type 2II	AR|AD
SUCCESS	SLC13A3	20q13.12	Leukoencephalopathy, acute reversible, with increased urinary alpha-ketoglutarate	AR
SUCCESS	SLC13A5	17p13.1	Developmental and epileptic encephalopathy 25, with amelogenesis imperfecta	AR
SUCCESS	SLC16A1	1p13.2	Erythrocyte lactate transporter defect|Hyperinsulinemic hypoglycemia, familial, 7|Monocarboxylate transporter 1 deficiency	AD|AD|AD, AR
SUCCESS	SLC16A12	10q23.31	Cataract 47, juvenile, with microcornea	AD
SUCCESS	SLC16A2	Xq13.2	Allan-Herndon-Dudley syndrome	XL
ERROR	SLC17A2			
SUCCESS	SLC17A5	6q13	Salla disease|Sialic acid storage disorder, infantile	AR|AR
SUCCESS	SLC17A8	12q23.1	Deafness, autosomal dominant 25	AD
SUCCESS	SLC17A9	20q13.33	Porokeratosis 8, disseminated superficial actinic type	AD
SUCCESS	SLC18A2	10q25.3	Parkinsonism-dystonia, infantile, 2	AR
SUCCESS	SLC18A3	10q11.23	Myasthenic syndrome, congenital, 21, presynaptic	AR
SUCCESS	SLC19A1	21q22.3	?Megaloblastic anemia, folate-responsive|Immunodeficiency 114, folate-responsive	AR|AR
SUCCESS	SLC19A2	1q24.2	Thiamine-responsive megaloblastic anemia syndrome	AR
SUCCESS	SLC19A3	2q36.3	Thiamine metabolism dysfunction syndrome 2 (biotin/thiamine-responsive basal ganglia disease type)	AR
SUCCESS	SLC1A1	9p24.2	{?Schizophrenia susceptibility 18}|Dicarboxylic aminoaciduria	.|AR
SUCCESS	SLC1A2	11p13	Developmental and epileptic encephalopathy 41	AD
SUCCESS	SLC1A3	5p13.2	Episodic ataxia, type 6	AD
SUCCESS	SLC1A4	2p14	Spastic tetraplegia, thin corpus callosum, and progressive microcephaly	AR
SUCCESS	SLC20A2	8p11.21	Basal ganglia calcification, idiopathic, 1	AD
SUCCESS	SLC22A12	11q13.1	Hypouricemia, renal	AR
SUCCESS	SLC22A18	11p15.4	Breast cancer, somatic|Lung cancer, somatic|Rhabdomyosarcoma, somatic	.|.|.
SUCCESS	SLC22A4	5q31.1	{Rheumatoid arthritis, susceptibility to}	.
SUCCESS	SLC22A5	5q31.1	Carnitine deficiency, systemic primary	AR
SUCCESS	SLC24A1	15q22.31	Night blindness, congenital stationary (complete), 1D, autosomal recessive	AR
ERROR	SLC24A2			
SUCCESS	SLC24A4	14q32.12	[Skin/hair/eye pigmentation 6, blond/brown hair]|[Skin/hair/eye pigmentation 6, blue/green eyes]|Amelogenesis imperfecta, type IIA5	AR|AR|AR
SUCCESS	SLC24A5	15q21.1	[Skin/hair/eye pigmentation 4, fair/dark skin]|Albinism, oculocutaneous, type VI	AR|AR
SUCCESS	SLC25A1	22q11.21	Combined D-2- and L-2-hydroxyglutaric aciduria|Myasthenic syndrome, congenital, 23, presynaptic	AR|AR
SUCCESS	SLC25A10	17q25.3	?Mitochondrial DNA depletion syndrome 19	AR
SUCCESS	SLC25A11	17p13.2	Pheochromocytoma/paraganglioma syndrome 6	AD
SUCCESS	SLC25A12	2q31.1	Developmental and epileptic encephalopathy 39	AR
SUCCESS	SLC25A13	7q21.3	Citrullinemia, adult-onset type II|Citrullinemia, type II, neonatal-onset	AR|AR
SUCCESS	SLC25A15	13q14.11	Hyperornithinemia-hyperammonemia-homocitrullinemia syndrome	AR
SUCCESS	SLC25A19	17q25.1	Microcephaly, Amish type|Thiamine metabolism dysfunction syndrome 4 (progressive polyneuropathy type)	AR|AR
SUCCESS	SLC25A20	3p21.31	Carnitine-acylcarnitine translocase deficiency	AR
SUCCESS	SLC25A21	14q13.3	?Mitochondrial DNA depletion syndrome 18	AR
SUCCESS	SLC25A22	11p15.5	Developmental and epileptic encephalopathy 3	AR
SUCCESS	SLC25A24	1p13.3	Fontaine progeroid syndrome	AD
SUCCESS	SLC25A26	3p14.1	Combined oxidative phosphorylation deficiency 28	AR
SUCCESS	SLC25A3	12q23.1	Mitochondrial phosphate carrier deficiency	AR
SUCCESS	SLC25A38	3p22.1	Anemia, sideroblastic, 2, pyridoxine-refractory	AR
SUCCESS	SLC25A4	4q35.1	Mitochondrial DNA depletion syndrome 12A (cardiomyopathic type) AD|Mitochondrial DNA depletion syndrome 12B (cardiomyopathic type) AR|Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 2	AD|AR|AD
SUCCESS	SLC25A42	19p13.11	Metabolic crises, recurrent, with variable encephalomyopathic features and neurologic regression	AR
SUCCESS	SLC25A46	5q22.1	Neuropathy, hereditary motor and sensory, type VIB|Pontocerebellar hypoplasia, type 1E	AR|AR
SUCCESS	SLC26A1	4p16.3	?Hypersulfaturia|?Nephrolithiasis, calcium oxalate, 1	AR|AR
SUCCESS	SLC26A2	5q32	Achondrogenesis Ib|Atelosteogenesis, type II|De la Chapelle dysplasia|Diastrophic dysplasia|Diastrophic dysplasia, broad bone-platyspondylic variant|Epiphyseal dysplasia, multiple, 4	AR|AR|AR|AR|AR|AR
SUCCESS	SLC26A3	7q22.3-q31.1	Diarrhea 1, secretory chloride, congenital	AR
SUCCESS	SLC26A4	7q22.3	Deafness, autosomal recessive 4, with enlarged vestibular aqueduct|Pendred syndrome	AR|AR
SUCCESS	SLC26A5	7q22.1	?Deafness, autosomal recessive 61	AR
ERROR	SLC26A9			
SUCCESS	SLC27A4	9q34.11	Ichthyosis prematurity syndrome	AR
SUCCESS	SLC29A3	10q22.1	Histiocytosis-lymphadenopathy plus syndrome	AR
SUCCESS	SLC2A1	1p34.2	{Epilepsy, idiopathic generalized, susceptibility to, 12}|Dystonia 9|GLUT1 deficiency syndrome 1, infantile onset, severe|GLUT1 deficiency syndrome 2, childhood onset|Stomatin-deficient cryohydrocytosis with neurologic defects	AD|AD|AD, AR|AD|AD
SUCCESS	SLC2A10	20q13.12	Arterial tortuosity syndrome	AR
SUCCESS	SLC2A2	3q26.2	{Diabetes mellitus, noninsulin-dependent}|Fanconi-Bickel syndrome	AD|AR
ERROR	SLC2A3			
SUCCESS	SLC2A9	4p16.1	{Uric acid concentration, serum, QTL 2}|Hypouricemia, renal, 2	AD, AR|AD, AR
SUCCESS	SLC30A10	1q41	Hypermanganesemia with dystonia 1	AR
SUCCESS	SLC30A2	1p36.11	Zinc deficiency, transient neonatal	AD
SUCCESS	SLC30A8	8q24.11	{Diabetes mellitus, noninsulin-dependent, susceptibility to}	AD
SUCCESS	SLC30A9	4p13	Birk-Landau-Perez syndrome	AR
SUCCESS	SLC33A1	3q25.31	Huppke-Brendel syndrome|Spastic paraplegia 42, autosomal dominant	AR|AD
SUCCESS	SLC34A1	5q35.3	?Fanconi renotubular syndrome 2|Hypercalcemia, infantile, 2|Nephrolithiasis/osteoporosis, hypophosphatemic, 1	AR|AR|AD
SUCCESS	SLC34A2	4p15.2	Pulmonary alveolar microlithiasis	AR
SUCCESS	SLC34A3	9q34.3	Hypophosphatemic rickets with hypercalciuria	AR
SUCCESS	SLC35A1	6q15	Congenital disorder of glycosylation, type IIf	AR
SUCCESS	SLC35A2	Xp11.23	Congenital disorder of glycosylation, type IIm	SMo, XLD
SUCCESS	SLC35A3	1p21.2	Arthrogryposis, impaired intellectual development, and seizures	AR
SUCCESS	SLC35C1	11p11.2	Congenital disorder of glycosylation, type IIc	AR
SUCCESS	SLC35D1	1p31.3	Schneckenbecken dysplasia	AR
SUCCESS	SLC36A2	5q33.1	[Hyperglycinuria]|[Iminoglycinuria]	AD|AR, DR
SUCCESS	SLC37A4	11q23.3	Congenital disorder of glycosylation, type IIw|Glycogen storage disease Ib|Glycogen storage disease Ic	AD|AR|AR
SUCCESS	SLC38A3	3p21.31	Developmental and epileptic encephalopathy 102	AR
SUCCESS	SLC38A8	16q23.3	Foveal hypoplasia 2, with or without optic nerve misrouting and/or anterior segment dysgenesis	AR
SUCCESS	SLC39A13	11p11.2	Ehlers-Danlos syndrome, spondylodysplastic type, 3	AR
SUCCESS	SLC39A14	8p21.3	?Hyperostosis cranalis interna|Hypermanganesemia with dystonia 2	AD|AR
SUCCESS	SLC39A4	8q24.3	Acrodermatitis enteropathica	AR
SUCCESS	SLC39A7	6p21.32	Agammaglobulinemia 9, autosomal recessive	AR
SUCCESS	SLC39A8	4q24	Congenital disorder of glycosylation, type IIn	AR
SUCCESS	SLC3A1	2p21	Cystinuria	AD, AR
SUCCESS	SLC40A1	2q32.2	Hemochromatosis, type 4	AD
SUCCESS	SLC41A1	1q32.1	?Nephronophthisis-like nephropathy 2	AR
SUCCESS	SLC44A1	9q31.1-q31.2	Neurodegeneration, childhood-onset, with ataxia, tremor, optic atrophy, and cognitive decline	AR
SUCCESS	SLC44A4	6p21.33	?Deafness, autosomal dominant 72	AD
SUCCESS	SLC45A1	1p36.23	Intellectual developmental disorder with neuropsychiatric features	AR
SUCCESS	SLC45A2	5p13.2	[Skin/hair/eye pigmentation 5, black/nonblack hair]|[Skin/hair/eye pigmentation 5, dark/fair skin]|[Skin/hair/eye pigmentation 5, dark/light eyes]|Albinism, oculocutaneous, type IV	AR|AR|AR|AR
SUCCESS	SLC46A1	17q11.2	Folate malabsorption, hereditary	AR
SUCCESS	SLC4A11	20p13	Corneal dystrophy, Fuchs endothelial, 4|Corneal endothelial dystrophy and perceptive deafness|Corneal endothelial dystrophy, autosomal recessive	.|AR|AR
SUCCESS	SLC4A3	2q35	Short QT syndrome 7	AD
SUCCESS	SLC4A4	4q13.3	Proximal renal tubular acidosis-ocular anomaly syndrome	AR
ERROR	SLC4A5			
SUCCESS	SLC51A	3q29	?Cholestasis, progressive familial intrahepatic, 6	AR
SUCCESS	SLC52A1	17p13.2	Riboflavin deficiency	AD
SUCCESS	SLC52A2	8q24.3	Brown-Vialetto-Van Laere syndrome 2	AR
SUCCESS	SLC52A3	20p13	?Fazio-Londe disease|Brown-Vialetto-Van Laere syndrome 1	AR|AR
SUCCESS	SLC5A1	22q12.3	Glucose/galactose malabsorption	AR
SUCCESS	SLC5A2	16p11.2	Renal glucosuria	AD, AR
SUCCESS	SLC5A5	19p13.11	Thyroid dyshormonogenesis 1	AR
SUCCESS	SLC5A6	2p23.3	Peripheral motor neuropathy, childhood-onset, biotin-responsive|Sodium-dependent multivitamin transporter deficiency	AR|AR
SUCCESS	SLC5A7	2q12.3	Myasthenic syndrome, congenital, 20, presynaptic|Neuronopathy, distal hereditary motor, autosomal dominant 7	AR|AD
SUCCESS	SLC6A1	3p25.3	Myoclonic-atonic epilepsy	AD
SUCCESS	SLC6A17	1p13.3	Intellectual developmental disorder, autosomal recessive 48	AR
SUCCESS	SLC6A19	5p15.33	Hartnup disorder	AR
SUCCESS	SLC6A2	16q12.2	?Orthostatic intolerance	AD
ERROR	SLC6A20			
SUCCESS	SLC6A3	5p15.33	{Nicotine dependence, protection against}|Parkinsonism-dystonia, infantile, 1	.|AR
SUCCESS	SLC6A4	17q11.2	{Anxiety-related personality traits}|{Obsessive-compulsive disorder}	.|AD
SUCCESS	SLC6A5	11p15.1	Hyperekplexia 3	AD, AR
SUCCESS	SLC6A6	3p25.1	Hypotaurinemic retinal degeneration and cardiomyopathy	AR
SUCCESS	SLC6A8	Xq28	Cerebral creatine deficiency syndrome 1	XLR
SUCCESS	SLC6A9	1p34.1	Glycine encephalopathy with normal serum glycine	AR
SUCCESS	SLC7A14	3q26.2	Retinitis pigmentosa 68	AR
SUCCESS	SLC7A6OS	16q22.1	Epilepsy, progressive myoclonic, 12	AR
SUCCESS	SLC7A7	14q11.2	Lysinuric protein intolerance	AR
SUCCESS	SLC7A9	19q13.11	Cystinuria	AD, AR
SUCCESS	SLC9A1	1p36.11	Lichtenstein-Knorr syndrome	AR
SUCCESS	SLC9A3	5p15.33	Diarrhea 8, secretory sodium, congenital	AR
SUCCESS	SLC9A6	Xq26.3	Intellectual developmental disorder, X-linked syndromic, Christianson type	XL
SUCCESS	SLC9A7	Xp11.3	Intellectual developmental disorder, X-linked 108	XLR
SUCCESS	SLCO1B1	12p12.1	Hyperbilirubinemia, Rotor type, digenic	DR
SUCCESS	SLCO1B3	12p12.2	Hyperbilirubinemia, Rotor type, digenic	DR
SUCCESS	SLCO2A1	3q22.1-q22.2	Hypertrophic osteoarthropathy, primary, autosomal dominant|PHOAR2-enteropathy syndrome	AD|AR
SUCCESS	SLFN14	17q12	Bleeding disorder, platelet-type, 20	AD
SUCCESS	SLITRK1	13q31.1	?Trichotillomania|Tourette syndrome	AD, Mu|AD
SUCCESS	SLITRK6	13q31.1	Deafness and myopia	AR
ERROR	SLMAP			
SUCCESS	SLURP1	8q24.3	Meleda disease	AR
SUCCESS	SLX4	16p13.3	Fanconi anemia, complementation group P	AR
ERROR	SMAD1			
SUCCESS	SMAD2	18q21.1	Congenital heart defects, multiple types, 8, with or without heterotaxy|Loeys-Dietz syndrome 6	AD|AD
SUCCESS	SMAD3	15q22.33	Loeys-Dietz syndrome 3	AD
SUCCESS	SMAD4	18q21.2	Juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome|Myhre syndrome|Pancreatic cancer, somatic|Polyposis, juvenile intestinal	AD|AD|.|AD
SUCCESS	SMAD6	15q22.31	{Craniosynostosis 7, susceptibility to}|{Radioulnar synostosis, nonsyndromic}|Aortic valve disease 2	AD|AD|AD
SUCCESS	SMAD7	18q21.1	{Colorectal cancer, susceptibility to, 3}	.
ERROR	SMAP1			
ERROR	SMAP2			
SUCCESS	SMARCA2	9p24.3	Blepharophimosis-impaired intellectual development syndrome|Nicolaides-Baraitser syndrome	AD|AD
SUCCESS	SMARCA4	19p13.2	?Otosclerosis 12|{Rhabdoid tumor predisposition syndrome 2}|Coffin-Siris syndrome 4	AD|AD|AD
SUCCESS	SMARCAD1	4q22.3	Adermatoglyphia|Basan syndrome|Huriez syndrome	AD|AD|AD
SUCCESS	SMARCAL1	2q35	Schimke immunoosseous dysplasia	AR
SUCCESS	SMARCB1	22q11.23	{Rhabdoid tumor predisposition syndrome 1}|{Schwannomatosis-1, susceptibility to}|Coffin-Siris syndrome 3|Rhabdoid tumors, somatic	AD|AD|AD|.
SUCCESS	SMARCC2	12q13.2	Coffin-Siris syndrome 8	AD
SUCCESS	SMARCD1	12q13.12	Coffin-Siris syndrome 11	AD
SUCCESS	SMARCD2	17q23.3	Specific granule deficiency 2	AR
SUCCESS	SMARCE1	17q21.2	{Meningioma, familial, susceptibility to}|Coffin-Siris syndrome 5	AD|AD
SUCCESS	SMC1A	Xp11.22	Cornelia de Lange syndrome 2|Developmental and epileptic encephalopathy 85, with or without midline brain defects	XLD|XLD
ERROR	SMC2			
SUCCESS	SMC3	10q25.2	Cornelia de Lange syndrome 3	AD
SUCCESS	SMCHD1	18p11.32	Bosma arhinia microphthalmia syndrome|Facioscapulohumeral muscular dystrophy 2, digenic	AD|DD
SUCCESS	SMG8	17q22	Alzahrani-Kuwahara syndrome	AR
SUCCESS	SMG9	19q13.31	Heart and brain malformation syndrome|Neurodevelopmental disorder with intention tremor, pyramidal signs, dyspraxia, and ocular anomalies	AR|AR
SUCCESS	SMN1	5q13.2	Spinal muscular atrophy-1|Spinal muscular atrophy-2|Spinal muscular atrophy-3|Spinal muscular atrophy-4	AR|AR|AR|AR
SUCCESS	SMN2	5q13.2	{Spinal muscular atrophy, type III, modifier of}	AR
SUCCESS	SMO	7q32.1	Basal cell carcinoma, somatic|Curry-Jones syndrome, somatic mosaic|Pallister-Hall-like syndrome	.|.|AR
SUCCESS	SMOC1	14q24.2	Microphthalmia with limb anomalies	AR
SUCCESS	SMOC2	6q27	Dentin dysplasia, type I, with microdontia and misshapen teeth	AR
SUCCESS	SMPD1	11p15.4	Niemann-Pick disease, type A|Niemann-Pick disease, type B	AR|AR
SUCCESS	SMPD4	2q21.1	Neurodevelopmental disorder with microcephaly, arthrogryposis, and structural brain anomalies	AR
SUCCESS	SMPX	Xp22.12	Deafness, X-linked 4|Myopathy, distal, 7, adult-onset, X-linked	XLD|XLR
SUCCESS	SMS	Xp22.11	Intellectual developmental disorder, X-linked syndromic, Snyder-Robinson type	XLR
ERROR	SNAI2			
SUCCESS	SNAP25	20p12.2	?Myasthenic syndrome, congenital, 18	AD
SUCCESS	SNAP29	22q11.21	Cerebral dysgenesis, neuropathy, ichthyosis, and palmoplantar keratoderma syndrome	AR
SUCCESS	SNCA	4q22.1	Dementia, Lewy body|Parkinson disease 1|Parkinson disease 4	AD|AD|AD
ERROR	SNCAIP			
SUCCESS	SNCB	5q35.2	Dementia, Lewy body	AD
SUCCESS	SNIP1	1p34.3	Neurodevelopmental disorder with hypotonia, craniofacial abnormalities, and seizures	AR
SUCCESS	SNRNP200	2q11.2	Retinitis pigmentosa 33	AD
SUCCESS	SNRPB	20p13	Cerebrocostomandibular syndrome	AD
SUCCESS	SNRPE	1q32.1	Hypotrichosis 11	AD
ERROR	SNRPN			
SUCCESS	SNTA1	20q11.21	Long QT syndrome 12	AD
SUCCESS	SNX10	7p15.2	Osteopetrosis, autosomal recessive 8	AR
SUCCESS	SNX14	6q14.3	Spinocerebellar ataxia, autosomal recessive 20	AR
SUCCESS	SOBP	6q21	?Impaired intellectual development, anterior maxillary protrusion, and strabismus	AR
SUCCESS	SOD1	21q22.11	Amyotrophic lateral sclerosis 1|Spastic tetraplegia and axial hypotonia, progressive	AD, AR|AR
SUCCESS	SOHLH1	9q34.3	Ovarian dysgenesis 5|Spermatogenic failure 32	AR|AD
SUCCESS	SON	21q22.11	ZTTK syndrome	AD
SUCCESS	SORD	15q21.1	Neuronopathy, distal hereditary motor, autosomal recessive 8	AR
ERROR	SORL1			
SUCCESS	SOS1	2p22.1	Fibromatosis, gingival, 1|Noonan syndrome 4	AD|AD
SUCCESS	SOS2	14q21.3	Noonan syndrome 9	AD
SUCCESS	SOST	17q21.31	Craniodiaphyseal dysplasia, autosomal dominant|Sclerosteosis 1	AD|AR
SUCCESS	SOX10	22q13.1	PCWH syndrome|Waardenburg syndrome, type 2E, with or without neurologic involvement|Waardenburg syndrome, type 4C	AD|AD|AD
SUCCESS	SOX11	2p25.2	Intellectual developmental disorder with microcephaly and with or without ocular malformations or hypogonadotropic hypogonadism	AD
SUCCESS	SOX17	8q11.23	Vesicoureteral reflux 3	AD
SUCCESS	SOX18	20q13.33	Hypotrichosis-lymphedema-telangiectasia syndrome|Hypotrichosis-lymphedema-telangiectasia-renal defect syndrome	AR|AD
SUCCESS	SOX2	3q26.33	Microphthalmia, syndromic 3|Optic nerve hypoplasia and abnormalities of the central nervous system	AD|AD
SUCCESS	SOX5	12p12.1	Lamb-Shaffer syndrome	AD
SUCCESS	SOX6	11p15.2	Tolchin-Le Caignec syndrome	AD
SUCCESS	SOX9	17q24.3	Acampomelic campomelic dysplasia|Campomelic dysplasia|Campomelic dysplasia with autosomal sex reversal	AD|AD|AD
SUCCESS	SP110	2q37.1	{Mycobacterium tuberculosis, susceptibility to}|Hepatic venoocclusive disease with immunodeficiency	.|AR
ERROR	SP5			
SUCCESS	SP6	17q21.32	Amelogenesis imperfecta, type IK	AD
SUCCESS	SP7	12q13.13	Osteogenesis imperfecta, type XII	AR
SUCCESS	SPAG1	8q22.2	Ciliary dyskinesia, primary, 28	AR
SUCCESS	SPARC	5q33.1	Osteogenesis imperfecta, type XVII	AR
SUCCESS	SPART	13q13.3	Troyer syndrome	AR
SUCCESS	SPAST	2p22.3	Spastic paraplegia 4, autosomal dominant	AD
SUCCESS	SPATA7	14q31.3	Leber congenital amaurosis 3|Retinitis pigmentosa 94, variable age at onset, autosomal recessive	AR|AR
SUCCESS	SPECC1L	22q11.23	?Facial clefting, oblique, 1|Teebi hypertelorism syndrome 1	AD|AD
SUCCESS	SPEF2	5p13.2	Spermatogenic failure 43	AR
SUCCESS	SPEG	2q35	Centronuclear myopathy 5	AR
SUCCESS	SPEN	1p36.21-p36.13	Radio-Tartaglia syndrome	AD
SUCCESS	SPG11	15q21.1	Amyotrophic lateral sclerosis 5, juvenile|Charcot-Marie-Tooth disease, axonal, type 2X|Spastic paraplegia 11, autosomal recessive	AR|AR|AR
SUCCESS	SPG21	15q22.31	Mast syndrome	AR
SUCCESS	SPG7	16q24.3	Spastic paraplegia 7, autosomal recessive	AD, AR
SUCCESS	SPI1	11p11.2	Agammaglobulinemia 10, autosomal dominant	AD
ERROR	SPIB			
SUCCESS	SPIDR	8q11.21	Ovarian dysgenesis 9	AR
SUCCESS	SPINK1	5q32	{Fibrocalculous pancreatic diabetes, susceptibility to}|Pancreatitis, hereditary|Tropical calcific pancreatitis	AD, AR|AD|AD, AR
SUCCESS	SPINK5	5q32	Netherton syndrome	AR
SUCCESS	SPINT2	19q13.2	Diarrhea 3, secretory sodium, congenital, syndromic	AR
SUCCESS	SPNS2	17p13.2	?Deafness, autosomal recessive 115	AR
SUCCESS	SPOP	17q21.33	Nabais Sa-de Vries syndrome, type 1|Nabais Sa-de Vries syndrome, type 2	AD|AD
ERROR	SPP1			
ERROR	SPP2			
SUCCESS	SPR	2p13.2	Dystonia, dopa-responsive, due to sepiapterin reductase deficiency	?AD, AR
SUCCESS	SPRED1	15q14	Legius syndrome	AD
SUCCESS	SPRED2	2p14	Noonan syndrome 14	AR
SUCCESS	SPRTN	1q42.2	Ruijs-Aalfs syndrome	AR
SUCCESS	SPRY2	13q31.1	{?IgA nephropathy, susceptibility to, 3}	AD
SUCCESS	SPRY4	5q31.3	Hypogonadotropic hypogonadism 17 with or without anosmia	AD
SUCCESS	SPTA1	1q23.1	Elliptocytosis-2|Pyropoikilocytosis|Spherocytosis, type 3	AD|AR|AR
SUCCESS	SPTAN1	9q34.11	Developmental and epileptic encephalopathy 5|Developmental delay with or without epilepsy|Neuronopathy, distal hereditary motor, autosomal dominant 11|Spastic paraplegia 91, autosomal dominant, with or without cerebellar ataxia	AD|AD|AD|AD
SUCCESS	SPTB	14q23.3	Anemia, neonatal hemolytic, fatal or near-fatal|Elliptocytosis-3|Spherocytosis, type 2	AD, AR|AD, AR|AD
SUCCESS	SPTBN1	2p16.2	Developmental delay, impaired speech, and behavioral abnormalities	AD
SUCCESS	SPTBN2	11q13.2	Spinocerebellar ataxia 5|Spinocerebellar ataxia, autosomal recessive 14	AD|AR
SUCCESS	SPTBN4	19q13.2	Neurodevelopmental disorder with hypotonia, neuropathy, and deafness	AR
SUCCESS	SPTLC1	9q22.31	Amyotrophic lateral sclerosis 27, juvenile|Neuropathy, hereditary sensory and autonomic, type IA	AD|AD
SUCCESS	SPTLC2	14q24.3	Neuropathy, hereditary sensory and autonomic, type IC	AD
SUCCESS	SQOR	15q21.1	Sulfide:quinone oxidoreductase deficiency	AR
SUCCESS	SQSTM1	5q35.3	Frontotemporal dementia and/or amyotrophic lateral sclerosis 3|Myopathy, distal, with rimmed vacuoles|Neurodegeneration with ataxia, dystonia, and gaze palsy, childhood-onset|Paget disease of bone 3	AD|AD|AR|AD
ERROR	SRA1			
SUCCESS	SRC	20q11.23	?Thrombocytopenia 6|Colon cancer, advanced, somatic	AD|.
SUCCESS	SRCAP	16p11.2	Developmental delay, hypotonia, musculoskeletal defects, and behavioral abnormalities|Floating-Harbor syndrome	AD|AD
SUCCESS	SRD5A2	2p23.1	Pseudovaginal perineoscrotal hypospadias	AR
SUCCESS	SRD5A3	4q12	Congenital disorder of glycosylation, type Iq|Kahrizi syndrome	AR|AR
SUCCESS	SREBF1	17p11.2	Ichthyosis, follicular, with atrichia and photophobia syndrome 2|Mucoepithelial dysplasia, hereditary	AD|AD
SUCCESS	SRP54	14q13.2	Neutropenia, severe congenital, 8, autosomal dominant	AD
SUCCESS	SRP72	4q12	Bone marrow failure syndrome 1	AD
SUCCESS	SRPX2	Xq22.1	?Rolandic epilepsy, impaired intellectual development, and speech dyspraxia	.
ERROR	SRSF2			
SUCCESS	SSBP1	7q34	Optic atrophy 13 with retinal and foveal abnormalities	AD
SUCCESS	SSR4	Xq28	Congenital disorder of glycosylation, type Iy	XLR
SUCCESS	ST14	11q24.3	Ichthyosis, congenital, autosomal recessive 11	AR
SUCCESS	ST3GAL3	1p34.1	Developmental and epileptic encephalopathy 15|Intellectual developmental disorder, autosomal recessive 12	AR|AR
SUCCESS	ST3GAL5	2p11.2	Salt and pepper developmental regression syndrome	AR
ERROR	ST7			
SUCCESS	STAC3	12q13.3	Congenital myopathy 13	AR
SUCCESS	STAG1	3q22.3	Intellectual developmental disorder, autosomal dominant 47	AD
SUCCESS	STAG2	Xq25	Holoprosencephaly 13, X-linked|Mullegama-Klein-Martinez syndrome	XLD, XLR|XL
SUCCESS	STAMBP	2p13.1	Microcephaly-capillary malformation syndrome	AR
SUCCESS	STAR	8p11.23	Lipoid adrenal hyperplasia	AR
SUCCESS	STARD7	2q11.2	Epilepsy, familial adult myoclonic, 2	AD
SUCCESS	STAT1	2q32.2	Immunodeficiency 31A, mycobacteriosis, autosomal dominant|Immunodeficiency 31B, mycobacterial and viral infections, autosomal recessive|Immunodeficiency 31C, chronic mucocutaneous candidiasis, autosomal dominant	AD|AR|AD
SUCCESS	STAT2	12q13.3	Immunodeficiency 44|Pseudo-TORCH syndrome 3	AR|AR
SUCCESS	STAT3	17q21.2	Autoimmune disease, multisystem, infantile-onset, 1|Hyper-IgE syndrome 1, autosomal dominant, with recurrent infections	AD|AD
SUCCESS	STAT4	2q32.2-q32.3	{Systemic lupus erythematosus, susceptibility to, 11}|Disabling pansclerotic morphea of childhood	.|AD
SUCCESS	STAT5B	17q21.2	Growth hormone insensitivity with immune dysregulation 1, autosomal recessive|Growth hormone insensitivity with immune dysregulation 2, autosomal dominant	AR|AD
SUCCESS	STAT6	12q13.3	Hyper-IgE syndrome 6, autosomal dominant, with recurrent infections	AD
SUCCESS	STEAP3	2q14.2	?Anemia, hypochromic microcytic, with iron overload 2	AD
